publish_date,url,source_domain,gdelt_tone,mentioned_locations,organizations,all_names,source_country,language,geography_basis,text,scrape_status,content_hash,duplicate_count,duplicate_urls
2022-06-14,https://www.sydneysun.com/news/272579947/workforce-nutrition-alliance-publishes-booklet-highlighting-key-actions-to-improve-workforce-nutrition,sydneysun.com,"4.26356589147287,5.81395348837209,1.55038759689922,7.36434108527132,20.5426356589147,1.74418604651163,467","4#Quorn, South Australia, Australia#AS#AS05#5291#-32.3468#138.042#-1596623#870;4#Tokyo, Tokyo, Japan#JA#JA40#36340#35.685#139.751#-246227#2747;4#Geneva, Genè, Switzerland#SZ#SZ07#16329#46.1956#6.14811#-2552151#124;4#Paris, France (General), France#FR#FR00#16282#48.8667#2.33333#-1456928#107","Global Alliance For Improved Nutrition,231;Global Alliance For Improved Nutrition,3273;Google,815;Unilever,910;Consumer Goods Forum,182;Consumer Goods Forum,1668;Alliance Case Study Booklet,376;Workforce Nutrition Alliance,282;Ajinomoto,788","Provide Examples,34;Improve Nutrition,97;Consumer Goods Forum,185;Global Alliance,217;Improved Nutrition,240;Workforce Nutrition Alliance,297;Workforce Nutrition,367;Alliance Case Study Booklet,404;Nutrition Accountability,778;Eat Well Global,849;Griffith Foods,881;Quorn Foods,940;Chan ChanManaging Director,1731;Consumer Goods,1755;Growth Summit,2907;Executive Director,3430;Global Alliance,3451;Improved Nutrition,3474",Australia,,GDELT geographic source lookup (2018),"PR Newswire
              
08 Jun 2022, 23:28 GMT+10
          
11 Organisations Provide Examples, Learnings and Recommendations on How to Improve Nutrition at Work
PARIS and GENEVA, June 9, 2022 /PRNewswire/ -- The Consumer Goods Forum (CGF) and the Global Alliance for Improved Nutrition (GAIN), as part of the Workforce Nutrition Alliance (WNA), are thrilled to publish the Workforce Nutrition Alliance Case Study Booklet, where eleven organisations shared their experiences on workforce nutrition and how they are working with their employees to provide more nutritious meals at work and support nutrition education.
This booklet consists of a collection of examples that showcase the work and direction of organisations that have made public commitments using the Nutrition Accountability Framework. Global organisations such as Ajinomoto, Eat Well Global, Google, Griffith Foods, Indofood, Kao, ofi, Olam, Quorn Foods, Royal DSM and Unilever contributed to this booklet. The case studies explore what these enterprises have done regarding workforce nutrition, the impact of their work and challenges faced which will hopefully inspire other companies to do more for their workers in office and throughout their supply chains.
""Over the last 12 months, we have seen more companies join us on our journey, a journey focused on enhancing workforce nutrition programmes and cementing this action through a positive commitment to improve workforce nutrition at work. As with everything the CGF does, our focus has to be on driving actions and sharing knowledge, and this is a great example of the impact we can have when we work together on these key topics."" - Wai-Chan Chan Managing Director, The Consumer Goods Forum
The WNA was founded with a core belief that good nutrition is a key driver for both healthy lives and healthy business. To achieve this, the Alliance aims to support employers to adopt and expand workforce nutrition programmes to positively impact over three million employees in member organisations and supply chains by 2025 and over ten million by 2030.
Why is workforce nutrition important? At this point, one in nine people is undernourished, and one in three people is overweight or obese, bringing significant losses to individuals, households, economies and businesses due to malnutrition.
We know that 58% of the global population will spend at least one third of their adult lives at work, making the workplace an optimal point of intervention to contribute to improved health and wellbeing of individuals, their families and society at large.
Thus, by leveraging the workplace as a connector to people, the WNA can bring access to and knowledge about healthy eating to millions of people around the global through workforce nutrition. Global acknowledgement came at the Nutrition for Growth Summit in Tokyo in 2021 where workforce nutrition was identified as a win-win - benefiting people, businesses, and economies.
""We believe the 'business case' for change is strong. With workers spending, on average, one third of their lives at work, the workplace is an optimal point of intervention to contribute to improved health and wellbeing of individuals, their families and society at large. We are now calling on more organisations to join this movement."" - Lawrence Haddad, Executive Director, Global Alliance for Improved Nutrition (GAIN).
To Learn More About The Consumer Goods Forum - www.theconsumergoodsforum.com
To Learn More About The Global Alliance For Improved Nutrition - https://www.gainhealth.org/
SOURCE The Consumer Goods Forum
SYDNEY, Australia: Google has agreed to pay a A$55 million (US$35.8 million) fine in Australia after regulators found it stifled competition...
SYDNEY, Australia: Australia's flag carrier Qantas Airways has been ordered to pay A$90 million (US$58.6 million) after a court ruled...
WASHINGTON, D.C.: The U.S. Department of Agriculture (USDA) will invest up to US$750 million to construct a new production facility...
TORONTO, Canada: Air Canada suspended all flights early on August 16 after more than 10,000 flight attendants walked off the job, triggering...
MINNETONKA, Minnesota: Shares of UnitedHealth Group have surged since Warren Buffett's Berkshire Hathaway disclosed ilast week it had...
VILLARDEVÓS, Spain: Spain has sent an additional 500 military personnel to fight 20 significant wildfires burning across the country,...
ISLAMABAD, Pakistan: Afghan women were barred from public celebrations this week, marking the fourth anniversary of the Taliban's return...",ok,646e9422c4a215a33fddf826f6408628cca2a4e1f85c67416ce76e12689bfe4e,1,https://www.sydneysun.com/news/272579947/workforce-nutrition-alliance-publishes-booklet-highlighting-key-actions-to-improve-workforce-nutrition
2022-06-20,https://www.rtbf.be/article/du-bon-gout-savoureux-en-bouche-vive-lumami-11015955,rtbf.be,"1.09375,3.125,2.03125,5.15625,22.5,2.65625,589",1#French#FR#FR##46#2#FR#2808;1#Japan#JA#JA##36#138#JA#471;1#Japan#JA#JA##36#138#JA#2454,"Ajinomoto,2750","Carlo Of Easter,370;Professor Kikunae Ikeda,2543;Anchovy Mushrooms Shi Parmesan Tomato,3187;Jewel English Kombu,3213",Belgium,,GDELT geographic source lookup (2018),"Une saveur qui nous rendrait complètement accro : l’umami. Le terme est aujourd’hui rentré dans le vocable des spécialistes, sourceurs de bons goûts, mais restant pour le commun des gourmands une notion bien abstraite. Alors l’umami, de quoi parle-t-on et où y poser la langue pour atteindre l’extase ? Sur le bout des papilles, Carlo De Pascale levait le voile au micro de ""Bientôt à Table !"".
Umami ne veut rien dire d’autre en japonais que "" délicieux "", "" savoureux "", il serait lié à la perception que l’on ressent en bouche quand nos papilles rencontrent des aliments dont on peut dire qu’ils ont un goût, donc une sensation perçue par les papilles de la langue (ou plutôt les bourgeons du goût), l’umami, un goût qui "" remplit bien la bouche "" comme les goûts de bouillon de viande, de tomate, de parmesan. Et même ce goût serait celui de la civilisation, car il est le propre des aliments transformés, que ce soit par la cuisson ou la fermentation.
L’umami nous rend complètement addict, provoquant une irrépressible envie de reprendre une bouchée ! Un véritable sésame pour les industriels qui en abusent trop souvent afin rehausser le goût de leurs plats préparés.
Revenons sur la théorie des saveurs fondamentales
""La théorie des quatre saveurs fondamentales (et même de la cinquième), explique Carlo, a été démontée depuis bien longtemps notamment par une chercheuse nommée Annick Faurion.
Première idée fausse il y aurait une géographie des papilles. Sucré à droite en entrant, salé à gauche en sortant. Théorie aujourd’hui largement démontée.""
Deuxième idée fausse, il n’y aurait que quatre saveurs, voire une cinquième, l’umami dont on parle aujourd’hui. ""Il semblerait plutôt que les saveurs soient beaucoup plus riches et nuancées, et que nous sommes capables d’en percevoir bien plus que ça."" Qu’il suffise de penser à la réglisse ou à l’artichaut pour bien comprendre ce que l’on veut dire, au piquant, au poivré, à l’effet de la menthe qui donne la sensation du froid, à l’astringence...
Comprenez que ce serait plutôt notre vocabulaire qui est limité, pas les saveurs ! Rappelons au passage que le goût reste quelque chose de plus large que les saveurs perçues par les papilles.
L’umami, ce n’est pas ce goût qui serait donné par le glutamate ?
""Oui et non, précise Carlo, l’umami en effet, on pourrait simplifier en disant que c’est le goût "" protéines "", le goût de la viande, du poisson, du fromage, des œufs mais aussi des tomates, on l’a dit !""
L’umami est provoqué par l’acide glutamique et selon une légende tenace qui est peut-être bien vraie : on retourne au Japon, le professeur Kikunae Ikeda s’est aperçu en 1908 que l’on pouvait isoler l’acide glutamique sous forme de sel, en le combinant avec le sodium et donc prélever la substantifique moelle du goût glutamique qui existait à l’état naturel dans l’algue kombu pour en faire une poudre magique qui fut bien vite commercialisée sous le nom Ajinomoto et dont l’industrie s’est emparée. Précisons qu’avant Ikeda, un chimiste français début 1800 avait déjà identifié la saveur de l’umami sous le nom d’osmazôme.
Notez aussi que d’un point de vue chimique, glutamate naturellement présent dans le parmesan ou synthétique c’est du pareil au même.
Et l’umami dans nos aliments, il se cache où ?
- Sauce soja
- Fish sauce
- Anchois
- Champignons shi také
- Brie
- Parmesan
- Tomates
- Sauce anglaise
- Truffe
- Miso
- Algues kombu
Et les poudres magiques 'Umami' que l’on trouve parfois dans le commerce ? ""Du vent, du vent, du vent, ironise le spécialiste, ça fera jamais aussi bien que du vrai umami présent dans tous les ingrédients dont on vient de causer !""
A lire : ""Umami, les secrets de la cinquième saveur"", de Fabrizio Bucella. Sorti en février 2020 chez Dunod.",ok,04b08c6cec5fdc81a9a384a25ba3c430121a5e4eef60be6958890c3000219a08,1,https://www.rtbf.be/article/du-bon-gout-savoureux-en-bouche-vive-lumami-11015955
2022-07-03,https://eldeber.com.bo/edicion-impresa/los-secretos-de-una-cheeseburger_284825,eldeber.com.bo,"4.07055630936228,5.15603799185889,1.08548168249661,6.2415196743555,26.865671641791,1.89959294436906,696",,"Ajinomoto,1194;Ajinomoto,3099",,Bolivia,,GDELT geographic source lookup (2018),"Las hamburguesas son parte de la cultura popular en todo el mundo. Podemos encontrar distintas versiones, algunas más sencillas que otras, pero si tenemos que volver a los orígenes, la más famosa y antigua de todas es la cheeseburger o hamburguesa con queso.
Pero, ¿qué es lo que se necesita para preparar la mejor hamburguesa con queso? Te lo contamos. Carne de calidad: Una buena hamburguesa requiere de una buena carne, y para que la carne no sea seca e insípida esta debe tener el porcentaje de grasa adecuado, entre un 25% a 35% es lo recomendado por los conocedores.
Para que la hamburguesa no sea muy pesada, el tamaño ideal de los discos de carne es de 100 a 150 gramos. Para cocinarlas puedes usar una plancha o una parrilla, en la primera será más fácil manipular y sellar la carne mientras lo demás se cocina lentamente. En la parrilla de cocina de manera aún más lenta y uniforme, además el carbón aportará un sabor ahumado que le dará el toque gourmet.
La cebolla caramelizada también es clave en esta hamburguesa, nuevamente la forma más fácil es hacerla en la plancha, retirando todo el líquido posible antes de cocinarla. Añadir un poquito de ajinomoto sobre las cebollas potenciará el sabor de estas en la carne, así que tenlo en cuenta. ¿El pan? Un brioche dulce para contrastar, este debe ser suave tanto al tacto como al gusto.
MÁS INFORMACIÓN
- La hamburguesa perfecta es aquella que se puede comer con una sola mano. No debe ser grande ni muy pesada. Lo ideal es que quepa en la boca. Por eso te recomendamos que los medallones de carne no superen los 150 gramos y que no agregues demasiados ingredientes que opaquen el sabor.
- La hamburguesa con queso debe llevar principalmente eso, un buen queso. El mejor queso es aquel que derrite a la perfección y aporte color. Por eso el más usado en estas hamburguesas es el queso cheddar. Agrégalo cuando ya esté cocinada la carne, pues solo debe estar unos segundos en la plancha o parrilla antes de que la ‘Burger’ sea servida.",ok,bb7dbd119c414385a4802f49e6eecf98860e0091727d6e223919716fa5d53d77,2,https://eldeber.com.bo/edicion-impresa/los-secretos-de-una-cheeseburger_284825|https://eldeber.com.bo/yo-cocino/los-secretos-de-una-cheeseburger_284825
2022-09-12,https://jcconcursos.uol.com.br/noticia/empregos/ajinomoto-esta-com-vagas-abertas-em-todo-o-brasil-100675,uol.com.br,"0,1.57232704402516,1.57232704402516,3.14465408805031,28.6163522012579,2.51572327044025,288","4#Florianopolis, Santa Catarina, Brazil#BR#BR26#10773#-27.5833#-48.5667#-643337#247;4#Sao Luis, MaranhãBr, Brazil#BR#BR13#18585#-2.51667#-44.2667#-671519#221;4#Guarulhos, SãPaulo, Brazil#BR#BR27#11543#-23.4667#-46.5333#-645949#165;1#Japanese#JA#JA##36#138#JA#72;1#Japanese#JA#JA##36#138#JA#500;4#Sao Paulo, SãPaulo, Brazil#BR#BR27#11543#-23.5333#-46.6167#-671824#143;1#Brazil#BR#BR##-10#-55#BR#39;1#Brazil#BR#BR##-10#-55#BR#151;1#Brazil#BR#BR##-10#-55#BR#173;1#Brazil#BR#BR##-10#-55#BR#229;1#Brazil#BR#BR##-10#-55#BR#255",,"Sao Paulo,150;Orange Grove,185;Sao Luis,219;Beautiful Horizon,265",Brazil,,GDELT geographic source lookup (2018),"As vagas disponíveis na Ajinomoto são para São Paulo, Minas Gerais, Maranhão, Rio de Janeiro, Pernambuco e Santa Catarina.
A Ajinomoto, multinacional japonesa, está com mais de 40 vagas abertas nas cidades de de Limeira/SP, São Paulo/SP, Guarulhos/SP, Laranjal Paulista/SP, Recife/PE, São Luís/MA, Florianópolis/SC e Belo Horizonte/MG. As opções vão desde trabalho remoto a trabalho presencial, com opções de estágio, trainee e jovem aprendiz, além de contratações de temporários.
As exigências variam de acordo com as áreas desejadas, que podem ser ter conhecimento da língua japonesa para trabalhar como secretária e ter formação na área de marketing e contabilidade. O salário também é compatível de acordo com o mercado e a área escolhida. Os benefícios incluem assistência médica, assistência odontológica, vale-alimentação, seguro de vida, gympass (academia) e vale-transporte.
Para poder se inscrever, acesse o siteda candidatura.
Assim como é necessário ter um currículo atraente e bem feito para se candidatar para uma vaga de emprego, é importante se preparar para a entrevista de emprego. Conheça as perguntas mais comuns e que você provavelmente irá ouvir durante a seleção.
LEIA TAMBÉM
""Por que você quer trabalhar com a nossa empresa?""
Busque se informar antes sobre a empresa, como conhecer os valores e como você se identifica e isso te motivou ainda mais ao se candidatar para a vaga.
""Por qual motivo devemos te contratar?""
Aqui você deve estar preparado para falar por qual razão a empresa deve te contratar. Saiba explicar como sua experiência e personalidade serão importantes para o crescimento da empresa e para sua carreira profissional. Tudo sem exageros.
""Sabe trabalhar em equipe?""
Ninguém trabalha sozinho e os ambientes de trabalho são diversos, por isso além de ser importante saber trabalhar em equipe, é importante saber trabalhar com diversidade.
""Nos conte sobre sua experiência""
Dê um breve resumo sobre suas experiências profissionais, o que aprendeu, onde estudou. Não exagera e nem minta, seja sincero.
+++ Acompanhe as principais informações sobre processos seletivos no mercado de trabalho, na editoria de Empregos do JC Concursos.
Mais de 5 mil cidades no Brasil!
+ Mais Lidas
JC Concursos - Jornal dos Concursos. Imparcial, independente, completo.",ok,d25a968ef0d3cb20cd0f78aa7668b4bdceb814ea5567adec933defbbd63760c6,1,https://jcconcursos.uol.com.br/noticia/empregos/ajinomoto-esta-com-vagas-abertas-em-todo-o-brasil-100675
2022-12-07,https://www.cambodiantimes.com/news/273170834/delhi-high-court-stays-release-of-a-film-named-ajinomoto,cambodiantimes.com,"-6.00343053173242,1.88679245283019,7.89022298456261,9.7770154373928,21.6123499142367,0,519","1#India#IN#IN##20#77#IN#16;1#India#IN#IN##20#77#IN#23;1#India#IN#IN##20#77#IN#49;1#India#IN#IN##20#77#IN#1955;1#India#IN#IN##20#77#IN#2024;1#Japanese#JA#JA##36#138#JA#249;1#Japanese#JA#JA##36#138#JA#684;1#Japanese#JA#JA##36#138#JA#1615;1#Japanese#JA#JA##36#138#JA#1656;1#Japan#JA#JA##36#138#JA#1010;1#Japan#JA#JA##36#138#JA#1697;4#Delhi, Delhi, India#IN#IN07#17911#28.6667#77.2167#-2094230#9;4#Delhi, Delhi, India#IN#IN07#17911#28.6667#77.2167#-2094230#42;4#New Delhi, Delhi, India#IN#IN07#17911#28.6#77.2#-2106102#9","Ajinomoto,128;Ajinomoto,414;Ajinomoto,952;Ajinomoto,1113;Ajinomoto,3457","New Delhi,10;Delhi High Court,61;Sanjeev Narula,279;Monosodium Glutamate,1444;Mathiraj Iyamperumal,2570;Senior Counsel,2707;Sudhir Chandra,3341;Senior Advocate,3362;Pravin Anand,3380;Dhruv Anand,3397;Udita Patro,3414;Sampurna Sanyal,3435;Nimrat Singh,3452;Vijay Sethupathi,3506;Mathiraj Iyamperumal,3581",Cambodia,,GDELT geographic source lookup (2018),"ANI
                
08 Dec 2022, 00:07 GMT+10
            
New Delhi [India], December 7 (ANI): The Delhi High Court has put a stay on the release of the film under the title ""AJINOMOTO"" or any film bearing an identical or deceptively similar title following a lawsuit for trademark infringement by a Japanese company.
Justice Sanjeev Narula in an order passed on November 28, 2022, stated that ""till the next date of hearing, Defendants shall not release the film under the title ""AJINOMOTO"" or any film bearing an identical or deceptively similar title/ name in any format i.e., cinema hall release, DVD/VCD release, release through OTT platforms, etc.
The Court while fixed the matter for December 12, 2022, also stated that on the view of the foregoing, Plaintiff/Japanese firm has made out a prima facie case in their favour, and the balance of convenience also lies in favour of the Plaintiff and against the Defendants/makers of the movie in case an ex-parte injunction is not granted, Plaintiff, shall suffer irreparable loss.
Ajinomoto, manufacturer of monosodium glutamate seasoning in Japan through a suit seeking permanent injunction restraining infringement of registered trademark ""AJINOMOTO"", passing off, unfair competition, delivery up, rendition of accounts, and damages, among other ancillary reliefs.
The suit stated that Plaintiff adopted and registered the trademark ""AJI-NO-MOTO"", primarily used for Monosodium Glutamate and is manufactured and marketed by Plaintiff worldwide.
The said trademark appears on other products manufactured by Plaintiff as well.
""AJI-NO-MOTO"" was coined by Plaintiff's predecessor-in-title as a unique combination of words meaning ""Essence of Taste"" in Japanese.
The trademark ""AJI-NO-MOTO"" in Japanese characters was first registered in Japan in the year 1909 and subsequently, in English characters in the year 1964.
The suit further stated that the plaintiff entered the Indian market in the year 1954 with its MSG product bearing Plaintiff's trademark. Since then, Plaintiff operates its business in India through various subsidiaries and continues to be sold throughout India, to date. Plaintiff contends that it is a household name in the Indian market and AJI-NO-MOTO trademark is directly associated with Plaintiff.
Plaintiff's grievance arises from the title of an upcoming movie which uses Plaintiff's trademark ""AJI-NO-MOTO"". Plaintiff contends that the use of said title not only infringes its trademark rights, as the use is without authorisation, but is also disparaging and defaming as Mathiraj Iyamperumal has allegedly false public statements in relation to the Plaintiff's mark in the context of the film.
Sudhir Chandra, Senior Counsel for Plaintiff submitted that although the film has not been released and the contents thereof are not known to the public, however, it is blatantly clear that the storyline, as per the above statement, is conceived and fashioned metaphorically around the cooking ingredient which directly links to the Plaintiff.
Considering the wide outreach of films, and the manner in which the storyline is conceived, any negative portrayal is bound to severely prejudice Plaintiff's reputation in the market in respect of its products, added the lawyers.
The plaintiff in the matter was represented by Sudhir Chandra, Senior Advocate with Pravin Anand, Dhruv Anand, Udita Patro, Sampurna Sanyal and Nimrat Singh, Advocates.
Recently Tamil star Vijay Sethupathi released the first look and motion poster of director Mathiraj Iyamperumal's upcoming crime thriller 'Ajinomoto'. The film is said to be based on the concept of a slow poison that at first seems enticing but has serious repercussions in the long run. (ANI)KANCHANABURI, Thailand: A depot on the infamous World War II Death Railway has reappeared after being underwater for decades, as a...
JERUSALEM, Israel: Benjamin Netanyahu believed that fighting a war together with Donald Trump would bring down Iran's religious leadership...
LONDON/DUBLIN: British Prime Minister Keir Starmer said on June 15 that he plans to ban social media for children under 16 and place...
(Photo credit: Kyle Ross-Imagn Images) Canadian authorities have denied entry to Ivory Coast striker Elye Wahi for a World Cup clash...",ok,b0216de1f1f348ec018a9c3cf5cebc3504add03b1eb9a46ffbbffc6415825f21,1,https://www.cambodiantimes.com/news/273170834/delhi-high-court-stays-release-of-a-film-named-ajinomoto
